userIdInt,recommendations
4424,"[{'6004': 2.97}, {'110451': 2.86}, {'189325': 2.86}, {'8462': 2.82}, {'6030': 2.79}, {'142374': 2.77}, {'25947': 2.74}, {'96687': 2.67}, {'148474': 2.63}, {'93193': 2.6}, {'25922': 2.53}, {'27734': 2.52}, {'2685': 2.51}, {'43289': 2.48}, {'133545': 2.48}]"
4425,"[{'189325': 3.03}, {'42740': 2.8}, {'35386': 2.61}, {'560': 2.56}, {'5783': 2.55}, {'76758': 2.55}, {'127192': 2.52}, {'1664': 2.5}, {'49994': 2.48}, {'54986': 2.47}, {'62206': 2.45}, {'60880': 2.45}, {'79236': 2.45}, {'130': 2.43}, {'98065': 2.43}]"
4426,"[{'6563': 4.43}, {'119565': 4.26}, {'32009': 4.26}, {'110858': 4.21}, {'27513': 4.15}, {'2768': 4.08}, {'166777': 4.07}, {'59832': 4.03}, {'503': 3.99}, {'93193': 3.96}, {'5024': 3.96}, {'8867': 3.94}, {'5537': 3.86}, {'174219': 3.83}, {'84799': 3.82}]"
4427,"[{'175625': 5.0}, {'157106': 5.0}, {'82591': 5.34}, {'42213': 5.29}, {'55298': 5.2}, {'5626': 5.11}, {'101262': 5.08}, {'65359': 5.02}, {'63481': 4.9}, {'7879': 4.81}, {'133335': 4.8}, {'81111': 4.78}, {'55856': 4.76}, {'77841': 4.72}, {'89194': 4.67}]"
4428,"[{'34246': 5.39}, {'89961': 5.11}, {'1543': 4.7}, {'132569': 4.48}, {'27856': 4.44}, {'26757': 4.43}, {'26219': 4.3}, {'33264': 4.27}, {'133769': 4.21}, {'26717': 4.16}, {'81059': 4.14}, {'871': 4.11}, {'141648': 4.09}, {'164369': 4.06}, {'141702': 4.05}]"
4429,"[{'1555': 4.71}, {'39410': 4.14}, {'7423': 4.0}, {'68835': 3.63}, {'189325': 3.41}, {'145022': 3.38}, {'86096': 3.34}, {'105364': 3.25}, {'169288': 3.23}, {'26141': 3.13}, {'6004': 3.08}, {'5908': 3.07}, {'65315': 3.07}, {'173351': 3.07}, {'49668': 3.06}]"
4430,"[{'189325': 3.88}, {'173735': 3.77}, {'145994': 3.74}, {'4739': 3.44}, {'68835': 3.41}, {'8462': 3.33}, {'26424': 3.28}, {'26139': 3.27}, {'7423': 3.22}, {'61628': 3.22}, {'109963': 3.19}, {'108518': 3.14}, {'27734': 3.1}, {'49642': 3.1}, {'1555': 3.09}]"
4431,"[{'145022': 3.83}, {'146684': 2.83}, {'192579': 2.78}, {'189325': 2.7}, {'146360': 2.64}, {'132358': 2.63}, {'190089': 2.62}, {'108289': 2.56}, {'1052': 2.55}, {'117849': 2.51}, {'116839': 2.51}, {'162726': 2.5}, {'170939': 2.49}, {'96634': 2.47}, {'26219': 2.45}]"
4432,"[{'52865': 4.97}, {'5842': 4.79}, {'188751': 4.68}, {'27658': 4.57}, {'148108': 4.55}, {'27646': 4.49}, {'8996': 4.46}, {'49225': 4.32}, {'107368': 4.31}, {'3625': 4.28}, {'7343': 4.25}, {'127192': 4.16}, {'111856': 4.09}, {'154941': 4.06}, {'84122': 4.04}]"
4433,"[{'96009': 3.16}, {'32811': 3.15}, {'189325': 3.12}, {'76158': 3.09}, {'145022': 3.04}, {'142857': 3.04}, {'4739': 3.03}, {'71027': 3.02}, {'49225': 2.99}, {'4538': 2.89}, {'52865': 2.88}, {'411': 2.83}, {'151767': 2.82}, {'107117': 2.8}, {'144448': 2.77}]"
4434,"[{'2768': 5.0}, {'84799': 5.21}, {'135625': 5.18}, {'5455': 4.99}, {'42740': 4.81}, {'142374': 4.8}, {'164983': 4.78}, {'61037': 4.77}, {'123200': 4.76}, {'98065': 4.74}, {'106158': 4.69}, {'114013': 4.69}, {'4180': 4.68}, {'27320': 4.68}, {'70607': 4.61}]"
4435,"[{'189325': 3.58}, {'145022': 3.34}, {'26761': 2.7}, {'97828': 2.61}, {'89632': 2.56}, {'98697': 2.55}, {'114895': 2.54}, {'98595': 2.52}, {'4538': 2.51}, {'79236': 2.49}, {'62206': 2.49}, {'60880': 2.49}, {'55106': 2.48}, {'76158': 2.45}, {'27093': 2.44}]"
4436,"[{'145022': 4.53}, {'189325': 3.22}, {'105130': 3.05}, {'60014': 2.89}, {'104762': 2.86}, {'133869': 2.83}, {'144448': 2.8}, {'103022': 2.8}, {'179275': 2.78}, {'44073': 2.73}, {'142857': 2.73}, {'137904': 2.72}, {'30721': 2.71}, {'68874': 2.7}, {'59832': 2.67}]"
4437,"[{'145022': 4.56}, {'189325': 4.08}, {'114895': 3.06}, {'62206': 3.05}, {'60880': 3.05}, {'79236': 3.05}, {'134109': 3.0}, {'31894': 2.99}, {'146684': 2.99}, {'72899': 2.97}, {'96687': 2.96}, {'182993': 2.94}, {'170481': 2.93}, {'51167': 2.91}, {'92118': 2.91}]"
4438,"[{'145022': 3.35}, {'189325': 3.03}, {'79236': 2.41}, {'60880': 2.41}, {'62206': 2.41}, {'27093': 2.21}, {'92118': 2.2}, {'76158': 2.2}, {'192579': 2.2}, {'158832': 2.17}, {'77344': 2.16}, {'175217': 2.16}, {'80478': 2.16}, {'63226': 2.16}, {'126046': 2.16}]"
4439,"[{'145022': 4.73}, {'136956': 4.17}, {'145028': 3.85}, {'39244': 3.84}, {'3242': 3.61}, {'70978': 3.52}, {'26593': 3.48}, {'57706': 3.47}, {'51402': 3.47}, {'52170': 3.46}, {'189325': 3.46}, {'165969': 3.44}, {'59832': 3.43}, {'32988': 3.43}, {'4538': 3.42}]"
4440,"[{'189325': 4.22}, {'145022': 4.19}, {'112066': 2.95}, {'142857': 2.91}, {'79236': 2.78}, {'62206': 2.78}, {'60880': 2.78}, {'985': 2.77}, {'136443': 2.77}, {'65588': 2.76}, {'58870': 2.75}, {'4165': 2.68}, {'140150': 2.67}, {'105364': 2.67}, {'107252': 2.65}]"
4441,"[{'145022': 3.89}, {'189325': 3.74}, {'60880': 2.93}, {'62206': 2.93}, {'79236': 2.93}, {'1664': 2.77}, {'72899': 2.77}, {'92118': 2.76}, {'158832': 2.7}, {'174219': 2.69}, {'26761': 2.67}, {'188187': 2.67}, {'175217': 2.64}, {'77344': 2.64}, {'80478': 2.64}]"
4442,"[{'9019': 3.92}, {'132569': 3.79}, {'89961': 3.78}, {'34246': 3.56}, {'7343': 3.53}, {'27856': 3.36}, {'173535': 3.19}, {'26757': 3.18}, {'136445': 3.01}, {'145022': 3.0}, {'141648': 2.99}, {'141702': 2.96}, {'189325': 2.96}, {'56511': 2.95}, {'8142': 2.92}]"
4443,"[{'145022': 5.38}, {'189325': 3.96}, {'140150': 3.34}, {'142857': 3.25}, {'58870': 3.18}, {'171749': 3.16}, {'192579': 3.15}, {'62206': 3.0}, {'79236': 3.0}, {'60880': 3.0}, {'60014': 2.99}, {'105364': 2.97}, {'30721': 2.96}, {'118252': 2.93}, {'112066': 2.92}]"
4444,"[{'189325': 4.31}, {'145022': 3.99}, {'173351': 2.99}, {'84122': 2.9}, {'9019': 2.86}, {'5037': 2.83}, {'60880': 2.69}, {'79236': 2.69}, {'62206': 2.69}, {'406': 2.61}, {'61628': 2.59}, {'172583': 2.57}, {'158832': 2.53}, {'47277': 2.52}, {'1664': 2.52}]"
4445,"[{'84230': 4.31}, {'98065': 4.26}, {'7343': 4.22}, {'6342': 3.91}, {'165343': 3.9}, {'115973': 3.88}, {'56511': 3.87}, {'61678': 3.85}, {'47117': 3.83}, {'5223': 3.71}, {'130510': 3.68}, {'2864': 3.59}, {'165639': 3.52}, {'109556': 3.5}, {'8238': 3.47}]"
4446,"[{'189325': 3.71}, {'145022': 3.69}, {'156783': 3.01}, {'47117': 2.96}, {'112907': 2.93}, {'62206': 2.92}, {'60880': 2.92}, {'79236': 2.92}, {'112903': 2.92}, {'46770': 2.91}, {'6342': 2.9}, {'145140': 2.88}, {'7343': 2.85}, {'173535': 2.84}, {'76158': 2.82}]"
4447,"[{'26761': 5.28}, {'104321': 4.48}, {'145028': 4.34}, {'32375': 4.3}, {'4948': 4.29}, {'135290': 4.26}, {'189325': 4.26}, {'6127': 4.23}, {'2673': 4.12}, {'79507': 4.1}, {'8867': 4.08}, {'34548': 4.06}, {'7341': 4.02}, {'50183': 4.0}, {'42053': 3.99}]"
4448,"[{'26219': 3.68}, {'8421': 3.39}, {'27856': 3.32}, {'26117': 3.23}, {'5783': 3.21}, {'8142': 3.05}, {'81725': 3.03}, {'128542': 3.03}, {'135625': 3.01}, {'34246': 2.99}, {'99397': 2.96}, {'97648': 2.94}, {'98065': 2.93}, {'167964': 2.89}, {'54198': 2.85}]"
4449,"[{'59832': 5.26}, {'158322': 4.79}, {'174219': 4.76}, {'6563': 4.72}, {'144448': 4.71}, {'32009': 4.71}, {'110858': 4.28}, {'27513': 4.19}, {'69873': 4.17}, {'119565': 4.14}, {'4137': 4.11}, {'167532': 4.07}, {'5537': 4.03}, {'38036': 4.03}, {'503': 4.01}]"
4450,"[{'189325': 2.64}, {'2768': 2.33}, {'4739': 2.27}, {'96009': 2.25}, {'7928': 2.24}, {'27781': 2.22}, {'4260': 2.22}, {'76158': 2.21}, {'3106': 2.21}, {'32375': 2.18}, {'6127': 2.15}, {'137759': 2.15}, {'142857': 2.13}, {'26835': 2.12}, {'135290': 2.12}]"
4451,"[{'145022': 3.39}, {'189325': 3.1}, {'173535': 2.62}, {'62206': 2.38}, {'60880': 2.38}, {'79236': 2.38}, {'84122': 2.36}, {'112907': 2.36}, {'7928': 2.35}, {'97828': 2.32}, {'192579': 2.31}, {'130': 2.3}, {'89632': 2.29}, {'190089': 2.29}, {'171749': 2.27}]"
4452,"[{'145022': 5.08}, {'189325': 4.47}, {'142861': 3.45}, {'142857': 3.39}, {'71027': 3.37}, {'25762': 3.3}, {'86096': 3.27}, {'105130': 3.25}, {'146002': 3.18}, {'51354': 3.16}, {'144448': 3.16}, {'31032': 3.15}, {'138952': 3.14}, {'59295': 3.13}, {'68874': 3.12}]"
4453,"[{'189325': 4.73}, {'145022': 3.9}, {'31032': 3.58}, {'5783': 3.57}, {'985': 3.56}, {'6241': 3.34}, {'61628': 3.34}, {'7879': 3.27}, {'96004': 3.24}, {'66019': 3.21}, {'93024': 3.18}, {'79987': 3.18}, {'406': 3.16}, {'34548': 3.14}, {'157270': 3.13}]"
4454,"[{'189325': 3.39}, {'145022': 3.19}, {'142857': 2.77}, {'26761': 2.7}, {'4538': 2.53}, {'79236': 2.51}, {'62206': 2.51}, {'60880': 2.51}, {'76158': 2.44}, {'6511': 2.43}, {'158832': 2.4}, {'98697': 2.4}, {'165069': 2.39}, {'173275': 2.38}, {'27093': 2.37}]"
4455,"[{'189325': 3.77}, {'145022': 3.46}, {'60880': 2.81}, {'79236': 2.81}, {'62206': 2.81}, {'72899': 2.65}, {'158832': 2.62}, {'92118': 2.62}, {'91970': 2.57}, {'27093': 2.56}, {'77344': 2.53}, {'80478': 2.53}, {'175217': 2.53}, {'63226': 2.53}, {'126046': 2.53}]"
4456,"[{'143239': 5.0}, {'5939': 5.0}, {'67812': 5.0}, {'101893': 5.0}, {'89584': 5.0}, {'7351': 5.0}, {'2216': 5.0}, {'43289': 5.0}, {'164983': 5.0}, {'27320': 5.0}, {'111680': 5.0}, {'169288': 5.0}, {'61037': 5.0}, {'40752': 5.0}, {'98126': 5.0}]"
4457,"[{'145022': 3.51}, {'189325': 3.33}, {'62206': 2.64}, {'60880': 2.64}, {'79236': 2.64}, {'71027': 2.56}, {'142857': 2.54}, {'27093': 2.45}, {'91970': 2.44}, {'76158': 2.42}, {'98595': 2.42}, {'58870': 2.41}, {'80478': 2.38}, {'175217': 2.38}, {'77344': 2.38}]"
4458,"[{'145022': 4.57}, {'189325': 4.37}, {'3229': 3.3}, {'79236': 3.14}, {'62206': 3.14}, {'60880': 3.14}, {'92118': 3.06}, {'26761': 3.05}, {'72899': 2.99}, {'142857': 2.92}, {'32649': 2.92}, {'98587': 2.92}, {'158832': 2.91}, {'165969': 2.91}, {'33264': 2.84}]"
4459,"[{'142857': 3.87}, {'107368': 3.44}, {'52865': 3.43}, {'49668': 3.41}, {'151767': 3.41}, {'100157': 3.4}, {'148108': 3.37}, {'189325': 3.35}, {'32811': 3.35}, {'136343': 3.35}, {'82591': 3.33}, {'7343': 3.32}, {'84273': 3.3}, {'47117': 3.29}, {'190741': 3.26}]"
4460,"[{'189325': 3.63}, {'145022': 3.03}, {'7343': 2.77}, {'98697': 2.75}, {'51167': 2.68}, {'84122': 2.68}, {'142857': 2.65}, {'173275': 2.63}, {'79236': 2.63}, {'60880': 2.63}, {'62206': 2.63}, {'27093': 2.54}, {'136445': 2.53}, {'46194': 2.53}, {'98595': 2.53}]"
4461,"[{'56511': 4.82}, {'8421': 4.45}, {'9019': 4.27}, {'173535': 4.13}, {'170024': 4.06}, {'89961': 4.02}, {'985': 3.88}, {'7343': 3.85}, {'145022': 3.84}, {'54986': 3.82}, {'165343': 3.81}, {'107361': 3.76}, {'54198': 3.71}, {'26117': 3.69}, {'130': 3.68}]"
4462,"[{'39410': 4.7}, {'26219': 4.49}, {'7423': 4.37}, {'92122': 4.36}, {'154816': 4.33}, {'169288': 4.3}, {'145384': 4.21}, {'6004': 4.18}, {'1555': 4.17}, {'5917': 4.07}, {'146327': 4.04}, {'58933': 3.94}, {'151769': 3.93}, {'95771': 3.9}, {'25762': 3.9}]"
4463,"[{'189325': 4.02}, {'145022': 3.3}, {'84122': 2.99}, {'26424': 2.91}, {'7928': 2.87}, {'53853': 2.83}, {'136445': 2.82}, {'68835': 2.82}, {'6511': 2.8}, {'46194': 2.75}, {'49668': 2.74}, {'47277': 2.7}, {'173735': 2.7}, {'105429': 2.69}, {'34246': 2.69}]"
4464,"[{'26157': 2.96}, {'119565': 2.67}, {'93193': 2.53}, {'54171': 2.44}, {'144448': 2.28}, {'78162': 2.26}, {'169814': 2.25}, {'26002': 2.22}, {'27679': 2.2}, {'7385': 2.18}, {'31032': 2.17}, {'173283': 2.16}, {'105130': 2.16}, {'38881': 2.14}, {'5727': 2.13}]"
4465,"[{'189325': 3.66}, {'5783': 3.34}, {'27320': 3.16}, {'106158': 3.15}, {'985': 2.95}, {'58870': 2.91}, {'2768': 2.89}, {'26520': 2.87}, {'68462': 2.86}, {'40752': 2.85}, {'98595': 2.85}, {'7879': 2.84}, {'82591': 2.83}, {'133335': 2.82}, {'98065': 2.8}]"
4466,"[{'173351': 5.19}, {'5037': 4.55}, {'8238': 4.47}, {'56511': 4.2}, {'8055': 4.19}, {'5028': 4.11}, {'98126': 4.06}, {'4379': 3.94}, {'140150': 3.89}, {'6121': 3.79}, {'96687': 3.78}, {'33264': 3.77}, {'8391': 3.76}, {'61312': 3.74}, {'55209': 3.69}]"
4467,"[{'4739': 3.18}, {'6127': 2.97}, {'137759': 2.76}, {'31148': 2.62}, {'90933': 2.61}, {'4481': 2.58}, {'7928': 2.56}, {'173735': 2.55}, {'145064': 2.54}, {'163941': 2.53}, {'4507': 2.53}, {'106870': 2.52}, {'27781': 2.48}, {'96009': 2.48}, {'147330': 2.48}]"
4468,"[{'56167': 3.41}, {'170959': 3.4}, {'31894': 3.34}, {'145022': 3.21}, {'5484': 3.18}, {'89862': 3.16}, {'161584': 3.13}, {'171631': 3.12}, {'132146': 3.1}, {'189325': 3.08}, {'45188': 3.08}, {'5223': 3.07}, {'175625': 3.05}, {'115973': 3.04}, {'101262': 2.98}]"
4469,"[{'146684': 4.12}, {'77841': 4.07}, {'170939': 3.91}, {'61264': 3.71}, {'4302': 3.71}, {'5727': 3.63}, {'133716': 3.62}, {'3913': 3.46}, {'1903': 3.43}, {'1052': 3.43}, {'33410': 3.42}, {'39244': 3.42}, {'169670': 3.41}, {'96634': 3.41}, {'33832': 3.4}]"
4470,"[{'42740': 3.57}, {'2768': 3.57}, {'98065': 3.46}, {'6342': 3.31}, {'84799': 3.27}, {'135625': 3.24}, {'85540': 3.22}, {'160209': 3.18}, {'5783': 3.14}, {'6456': 3.13}, {'5465': 3.08}, {'67812': 3.07}, {'104631': 3.07}, {'127192': 3.05}, {'106158': 3.02}]"
4471,"[{'136445': 5.0}, {'7343': 4.87}, {'141954': 4.86}, {'63458': 4.85}, {'120813': 4.73}, {'85334': 4.7}, {'5778': 4.64}, {'142450': 4.47}, {'115965': 4.45}, {'6511': 4.39}, {'173351': 4.38}, {'46194': 4.29}, {'3229': 4.29}, {'149130': 4.28}, {'111630': 4.26}]"
4472,"[{'189325': 3.35}, {'145022': 3.23}, {'26761': 3.06}, {'146684': 2.85}, {'89632': 2.83}, {'98697': 2.8}, {'112907': 2.77}, {'6307': 2.74}, {'79236': 2.68}, {'62206': 2.68}, {'60880': 2.68}, {'27647': 2.68}, {'26073': 2.68}, {'133716': 2.68}, {'79507': 2.66}]"
4473,"[{'26157': 3.86}, {'78162': 3.57}, {'119565': 3.49}, {'54171': 3.35}, {'134109': 3.28}, {'51167': 3.22}, {'31894': 3.19}, {'144448': 3.16}, {'4434': 3.11}, {'5700': 3.1}, {'130578': 3.07}, {'5699': 3.07}, {'173283': 3.07}, {'5727': 3.03}, {'169814': 3.0}]"
4474,"[{'27320': 3.67}, {'136249': 3.61}, {'5727': 3.53}, {'25797': 3.5}, {'146684': 3.5}, {'5467': 3.41}, {'96009': 3.37}, {'107117': 3.36}, {'2768': 3.35}, {'52865': 3.34}, {'167532': 3.32}, {'127188': 3.3}, {'55856': 3.3}, {'4260': 3.29}, {'137759': 3.25}]"
4475,"[{'142857': 4.16}, {'108518': 4.08}, {'32811': 3.97}, {'189325': 3.93}, {'6511': 3.8}, {'53853': 3.71}, {'6258': 3.56}, {'88192': 3.51}, {'49668': 3.5}, {'190741': 3.49}, {'145022': 3.49}, {'134704': 3.48}, {'188187': 3.46}, {'92210': 3.45}, {'103208': 3.44}]"
4476,"[{'145022': 4.37}, {'189325': 3.82}, {'173535': 3.58}, {'145140': 3.33}, {'71182': 3.2}, {'7343': 3.16}, {'132569': 3.06}, {'84122': 3.06}, {'46770': 3.04}, {'160990': 3.02}, {'97828': 2.92}, {'121374': 2.91}, {'171749': 2.91}, {'175625': 2.87}, {'136443': 2.84}]"
4477,"[{'985': 3.32}, {'89862': 3.27}, {'5783': 3.25}, {'7879': 2.93}, {'31032': 2.87}, {'96004': 2.84}, {'146244': 2.82}, {'99397': 2.72}, {'77210': 2.69}, {'7581': 2.6}, {'6241': 2.58}, {'69075': 2.53}, {'33410': 2.51}, {'140150': 2.47}, {'3303': 2.47}]"
4478,"[{'145022': 3.83}, {'189325': 3.68}, {'136443': 3.06}, {'62206': 2.84}, {'79236': 2.84}, {'60880': 2.84}, {'173535': 2.8}, {'112066': 2.76}, {'97828': 2.7}, {'155625': 2.67}, {'84122': 2.66}, {'135290': 2.66}, {'27093': 2.66}, {'51187': 2.66}, {'107252': 2.65}]"
4479,"[{'5700': 5.0}, {'26157': 5.0}, {'54171': 5.0}, {'78162': 5.0}, {'5182': 5.0}, {'114895': 5.39}, {'144448': 5.37}, {'158322': 5.37}, {'38881': 5.33}, {'97779': 5.24}, {'98065': 5.11}, {'3335': 5.06}, {'136445': 5.06}, {'3630': 5.05}, {'27679': 4.98}]"
4480,"[{'173535': 4.29}, {'8421': 4.21}, {'145022': 4.12}, {'145994': 4.12}, {'132569': 4.03}, {'84122': 3.94}, {'54198': 3.85}, {'189325': 3.81}, {'8823': 3.8}, {'136443': 3.77}, {'9019': 3.7}, {'173735': 3.62}, {'160990': 3.59}, {'188751': 3.58}, {'27827': 3.55}]"
4481,"[{'123200': 3.47}, {'46194': 3.39}, {'91035': 3.36}, {'7146': 3.25}, {'165635': 3.22}, {'174219': 3.19}, {'117549': 3.16}, {'136445': 3.15}, {'49642': 3.13}, {'188187': 3.12}, {'411': 3.1}, {'26582': 3.09}, {'189325': 3.09}, {'4260': 3.06}, {'89217': 3.04}]"
4482,"[{'4739': 4.99}, {'101262': 4.34}, {'49225': 4.33}, {'136443': 4.28}, {'4137': 4.24}, {'52865': 4.22}, {'27658': 4.13}, {'51187': 4.13}, {'145028': 4.12}, {'42213': 4.08}, {'135290': 4.01}, {'175625': 3.99}, {'27646': 3.9}, {'114873': 3.9}, {'113889': 3.85}]"
4483,"[{'6511': 4.91}, {'26761': 4.41}, {'189325': 4.15}, {'6600': 3.99}, {'143239': 3.95}, {'5813': 3.9}, {'104141': 3.81}, {'151765': 3.79}, {'89139': 3.77}, {'188309': 3.76}, {'96596': 3.75}, {'6121': 3.72}, {'3229': 3.7}, {'114082': 3.69}, {'44115': 3.68}]"
4484,"[{'6127': 4.68}, {'4739': 4.61}, {'2768': 4.4}, {'102188': 4.31}, {'96009': 4.03}, {'137759': 4.0}, {'77731': 3.95}, {'126575': 3.95}, {'4260': 3.83}, {'25797': 3.83}, {'106222': 3.81}, {'4481': 3.77}, {'123200': 3.74}, {'144448': 3.71}, {'8122': 3.7}]"
4485,"[{'67812': 3.94}, {'70175': 3.75}, {'173427': 3.67}, {'105364': 3.64}, {'167964': 3.62}, {'58933': 3.55}, {'180737': 3.53}, {'873': 3.49}, {'27320': 3.36}, {'177287': 3.3}, {'58870': 3.29}, {'130': 3.28}, {'140809': 3.26}, {'92122': 3.26}, {'5783': 3.25}]"
4486,"[{'189325': 3.86}, {'114895': 3.49}, {'145022': 3.39}, {'55106': 3.34}, {'6511': 3.18}, {'79987': 3.12}, {'114888': 3.06}, {'38881': 3.05}, {'26761': 3.02}, {'3229': 3.01}, {'1905': 2.91}, {'165635': 2.9}, {'151765': 2.9}, {'98697': 2.87}, {'9019': 2.81}]"
4487,"[{'145022': 4.84}, {'30747': 4.0}, {'131252': 3.86}, {'98126': 3.85}, {'85298': 3.8}, {'4698': 3.7}, {'143239': 3.7}, {'189325': 3.69}, {'83506': 3.68}, {'8238': 3.63}, {'142857': 3.56}, {'4851': 3.46}, {'84230': 3.45}, {'34314': 3.43}, {'1543': 3.39}]"
4488,"[{'145022': 3.94}, {'189325': 3.56}, {'192579': 3.17}, {'112907': 2.93}, {'62206': 2.88}, {'60880': 2.88}, {'79236': 2.88}, {'190089': 2.86}, {'71027': 2.83}, {'7928': 2.74}, {'155285': 2.73}, {'76158': 2.73}, {'127188': 2.73}, {'27093': 2.69}, {'142857': 2.69}]"
4489,"[{'145022': 4.0}, {'189325': 3.49}, {'26219': 3.26}, {'5798': 3.03}, {'170481': 2.97}, {'105130': 2.97}, {'97648': 2.91}, {'31894': 2.91}, {'98126': 2.9}, {'134109': 2.89}, {'5783': 2.89}, {'146684': 2.88}, {'100882': 2.87}, {'96687': 2.86}, {'60135': 2.85}]"
4490,"[{'158322': 4.7}, {'5484': 4.57}, {'89862': 4.5}, {'78111': 4.34}, {'27513': 4.07}, {'144448': 4.06}, {'42740': 4.05}, {'45188': 3.99}, {'136443': 3.96}, {'86541': 3.95}, {'51187': 3.92}, {'119565': 3.91}, {'5842': 3.9}, {'59295': 3.86}, {'5537': 3.85}]"
4491,"[{'145022': 3.98}, {'145994': 3.59}, {'7423': 3.52}, {'189325': 3.46}, {'53453': 3.45}, {'2627': 3.44}, {'61628': 3.35}, {'4739': 3.32}, {'165069': 3.27}, {'59832': 3.25}, {'1555': 3.21}, {'48389': 3.21}, {'68835': 3.21}, {'55106': 3.16}, {'100089': 3.16}]"
4492,"[{'145022': 4.15}, {'189325': 3.11}, {'173535': 3.09}, {'92498': 3.08}, {'192579': 3.07}, {'140769': 2.97}, {'116839': 2.95}, {'135979': 2.94}, {'6342': 2.92}, {'146360': 2.91}, {'171749': 2.91}, {'132358': 2.89}, {'145140': 2.87}, {'1664': 2.81}, {'182993': 2.81}]"
4493,"[{'170959': 5.09}, {'101262': 5.08}, {'56167': 5.03}, {'136443': 5.0}, {'175625': 4.66}, {'145028': 4.65}, {'39244': 4.42}, {'27827': 4.41}, {'99992': 4.39}, {'149186': 4.34}, {'42213': 4.3}, {'53046': 4.22}, {'27646': 4.21}, {'1850': 4.17}, {'112066': 4.11}]"
4494,"[{'96687': 5.0}, {'173351': 5.0}, {'71203': 5.0}, {'1514': 5.0}, {'4193': 5.0}, {'5037': 5.0}, {'96004': 5.0}, {'8986': 5.0}, {'189325': 5.0}, {'4379': 5.0}, {'185997': 5.0}, {'84160': 5.0}, {'5182': 5.0}, {'27158': 5.36}, {'2591': 5.3}]"
4495,"[{'133869': 4.23}, {'27841': 4.07}, {'101262': 4.03}, {'142857': 4.03}, {'136459': 3.99}, {'1710': 3.93}, {'26593': 3.89}, {'58324': 3.87}, {'113889': 3.83}, {'76158': 3.74}, {'63329': 3.72}, {'175165': 3.67}, {'156783': 3.67}, {'26761': 3.64}, {'100157': 3.64}]"
4496,"[{'96009': 5.0}, {'174219': 4.89}, {'32009': 4.81}, {'4739': 4.77}, {'174353': 4.72}, {'174255': 4.72}, {'174169': 4.72}, {'167532': 4.69}, {'171469': 4.69}, {'165397': 4.69}, {'174265': 4.66}, {'91582': 4.64}, {'4260': 4.5}, {'117909': 4.49}, {'59832': 4.38}]"
4497,"[{'189325': 4.89}, {'142857': 4.36}, {'154941': 4.35}, {'108518': 4.31}, {'32811': 4.25}, {'188751': 4.22}, {'5868': 4.18}, {'59295': 4.13}, {'86541': 4.08}, {'151781': 4.04}, {'5842': 4.03}, {'145022': 4.03}, {'114760': 3.99}, {'148855': 3.97}, {'32862': 3.97}]"
4498,"[{'143239': 5.0}, {'3335': 5.0}, {'42385': 5.0}, {'3905': 5.0}, {'31032': 5.0}, {'7457': 5.0}, {'169814': 5.0}, {'36086': 5.0}, {'34435': 5.0}, {'152067': 5.0}, {'113071': 5.0}, {'5982': 5.0}, {'7879': 5.0}, {'102602': 5.37}, {'96004': 5.37}]"
4499,"[{'189325': 5.0}, {'145022': 4.31}, {'61628': 3.81}, {'48389': 3.81}, {'114895': 3.57}, {'79987': 3.47}, {'55106': 3.45}, {'118334': 3.37}, {'9019': 3.34}, {'106906': 3.27}, {'145994': 3.26}, {'68835': 3.25}, {'406': 3.25}, {'26139': 3.24}, {'109963': 3.22}]"
4500,"[{'26761': 5.0}, {'143349': 5.0}, {'49225': 5.0}, {'26096': 5.0}, {'156783': 5.0}, {'27646': 5.0}, {'140769': 5.0}, {'26228': 5.4}, {'143237': 5.32}, {'1903': 5.29}, {'2569': 5.28}, {'112903': 5.24}, {'134182': 5.08}, {'98697': 5.07}, {'42783': 5.06}]"
4501,"[{'5939': 4.57}, {'2216': 4.42}, {'25900': 4.37}, {'39779': 4.33}, {'128594': 4.32}, {'192579': 4.31}, {'57041': 4.2}, {'102396': 4.18}, {'6258': 4.11}, {'91707': 4.05}, {'161240': 4.04}, {'65300': 4.02}, {'156783': 3.97}, {'2299': 3.97}, {'5687': 3.96}]"
4502,"[{'145022': 3.83}, {'89961': 3.78}, {'34246': 3.52}, {'9019': 3.51}, {'173535': 3.39}, {'189325': 3.35}, {'26219': 3.28}, {'26757': 3.28}, {'26117': 3.13}, {'132569': 3.05}, {'27856': 3.03}, {'145140': 3.01}, {'8142': 2.98}, {'7343': 2.97}, {'141702': 2.96}]"
4503,"[{'145022': 5.21}, {'189325': 4.02}, {'31894': 3.08}, {'173535': 2.97}, {'136443': 2.97}, {'140150': 2.96}, {'8421': 2.93}, {'71027': 2.92}, {'118252': 2.89}, {'112066': 2.86}, {'142857': 2.84}, {'145140': 2.83}, {'60880': 2.83}, {'62206': 2.83}, {'79236': 2.83}]"
4504,"[{'189325': 3.98}, {'145022': 3.87}, {'145994': 3.14}, {'173351': 3.13}, {'188187': 3.1}, {'47277': 3.06}, {'105364': 3.02}, {'1555': 3.02}, {'84122': 3.01}, {'26809': 2.96}, {'68835': 2.93}, {'49668': 2.84}, {'8462': 2.84}, {'89217': 2.84}, {'7423': 2.84}]"
